customerID,genero,idoso,conjuge,dependentes,tempo_permanecido,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_ti,streaming_tv,streaming_movies,tempo_contratual,cobranca_digital,metodo_pagamento,cobranca_mensal,total_cobranca,churn
6292-TOSSS,Homem,0,Não,Não,50,Sim,Sim,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Não,Transferência Bancária,24.9,1195.25,Não
3197-ARFOY,Mulher,1,Não,Não,19,Sim,Não,Fibra Óptica,Sim,Sim,Não,Sim,Sim,Sim,Mês a mês,Sim,Cobrança Correio,105,2007.25,Não
6323-AYBRX,Homem,0,Não,Não,59,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Não,Cobrança Correio,19.35,1099.6,Sim
7014-ZZXAW,Mulher,0,Sim,Não,71,Sim,Sim,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Sim,Cartão de Crédito,24.25,1732.95,Não
4385-GZQXV,Mulher,1,Não,Não,16,Sim,Não,Fibra Óptica,Não,Não,Não,Sim,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,94.45,1511.2,Sim
7633-MVPUY,Homem,0,Sim,Não,57,Sim,Não,Sem Fibra Óptica,Sim,Sim,Não,Sim,Não,Não,Dois anos,Sim,Cobrança Eletrônica,59.75,3450.15,Não
6366-ZGQGL,Homem,0,Não,Não,1,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Transferência Bancária,24.8,24.8,Sim
4716-HHKQH,Homem,1,Sim,Não,20,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,Mês a mês,Não,Cobrança Eletrônica,107.05,2172.05,Não
5940-AHUHD,Homem,0,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cobrança Correio,70.6,70.6,Sim
6432-TWQLB,Homem,0,Sim,Não,5,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,85.4,401.1,Sim
4484-GLZOU,Mulher,0,Sim,Não,52,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,105.05,5624.85,Sim
3179-GBRWV,Homem,1,Sim,Não,21,Sim,Não,Sem Fibra Óptica,Sim,Sim,Não,Não,Não,Sim,Mês a mês,Sim,Transferência Bancária,64.95,1339.8,Não
8645-KWHJO,Homem,0,Não,Não,14,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,55,771.95,Não
4130-MZLCC,Mulher,0,Não,Não,5,Sim,Não,Sem Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Não,Transferência Bancária,50.55,244.75,Não
0314-TKOSI,Mulher,0,Não,Não,6,Sim,Não,Sem Fibra Óptica,Sim,Sim,Não,Não,Não,Não,Mês a mês,Não,Cobrança Correio,55.15,322.9,Não
8229-MYEJZ,Mulher,0,Não,Não,10,Sim,Não,Sem Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Não,Cobrança Eletrônica,51.2,498.25,Não
2080-SRCDE,Mulher,0,Não,Sim,1,Sim,Sim,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Não,Cobrança Correio,25.4,25.4,Não
9577-WJVCQ,Mulher,0,Não,Não,68,Sim,Sim,Sem Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Não,Cobrança Correio,54.45,3687.75,Não
9512-UIBFX,Homem,0,Sim,Sim,18,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Não,Cobrança Correio,95.15,1779.95,Sim
6202-DYYFX,Mulher,0,Não,Não,22,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Um ano,Sim,Cartão de Crédito,76,1783.6,Não
3808-HFKDE,Mulher,0,Não,Não,20,Sim,Não,Sem Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,44.35,927.15,Não
5583-SXDAG,Homem,0,Sim,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cobrança Eletrônica,70,70,Sim
3488-PGMQJ,Homem,1,Não,Não,8,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,74.5,606.55,Sim
3580-REOAC,Homem,0,Não,Não,10,Sim,Não,Sem Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cartão de Crédito,44.85,435.4,Sim
7534-BFESC,Homem,1,Não,Não,24,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,76.1,1712.7,Sim
3727-OWVYD,Homem,0,Não,Não,35,Sim,Não,Sem Fibra Óptica,Sim,Sim,Sim,Não,Não,Não,Um ano,Não,Cobrança Correio,61.2,2021.2,Não
2294-SALNE,Homem,0,Sim,Sim,23,Sim,Não,Fibra Óptica,Não,Sim,Sim,Sim,Não,Não,Um ano,Não,Cobrança Correio,86.8,1940.8,Não
4847-TAJYI,Mulher,1,Não,Não,6,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,89.35,567.8,Não
1563-IWQEX,Mulher,0,Não,Não,12,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Não,Cobrança Correio,19.7,220.35,Não
8203-XJZRC,Homem,0,Não,Não,1,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Não,Cobrança Correio,20.25,20.25,Não
6556-DBKZF,Mulher,0,Sim,Sim,71,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Dois anos,Não,Cobrança Eletrônica,76.05,5436.45,Não
6851-WEFYX,Homem,1,Sim,Não,35,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,100.8,3437.5,Não
2985-JUUBZ,Homem,0,Sim,Sim,40,Sim,Sim,Sem Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,74.55,3015.75,Não
6390-DSAZX,Mulher,0,Não,Sim,1,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Correio,73.6,73.6,Sim
0895-LMRSF,Homem,0,Não,Não,23,Sim,Não,Sem Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Um ano,Sim,Transferência Bancária,64.9,1509.8,Não
8098-LLAZX,Mulher,1,Não,Não,4,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,95.45,396.1,Sim
8266-VBFQL,Homem,0,Não,Não,4,Sim,Não,Fibra Óptica,Não,Não,Sim,Sim,Não,Sim,Mês a mês,Sim,Cobrança Eletrônica,90.4,356.65,Não
8181-YHCMF,Mulher,0,Sim,Sim,68,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Cartão de Crédito,60.3,4109,Não
2240-HSJQD,Homem,0,Não,Sim,38,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Correio,81.85,3141.7,Não
1248-DYXUB,Homem,0,Sim,Sim,52,Sim,Sim,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Não,Cobrança Correio,24.8,1229.1,Não
0265-EDXBD,Homem,1,Sim,Não,32,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,74.9,2303.35,Sim
4115-BNPJY,Homem,0,Sim,Sim,29,Sim,Não,Sem Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Dois anos,Não,Cobrança Correio,75.55,2054.4,Não
3167-SNQPL,Homem,1,Sim,Sim,38,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mês a mês,Não,Cobrança Eletrônica,101.15,3741.85,Não
4091-TVOCN,Homem,0,Não,Sim,48,Sim,Sim,Sem Fibra Óptica,Sim,Não,Sim,Não,Sim,Sim,Um ano,Sim,Cartão de Crédito,78.75,3682.45,Não
1098-TDVUQ,Mulher,0,Não,Não,1,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Sim,Transferência Bancária,19.25,19.25,Não
7277-OZCGZ,Mulher,0,Não,Não,22,Sim,Não,Fibra Óptica,Sim,Não,Não,Sim,Não,Sim,Mês a mês,Sim,Cobrança Eletrônica,89.05,1886.25,Não
1557-EMYVT,Mulher,0,Não,Não,43,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Cartão de Crédito,115.05,4895.1,Não
2799-ARNLO,Mulher,1,Sim,Não,5,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,69.35,341.6,Não
7563-BIUPC,Homem,0,Não,Não,5,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Cobrança Eletrônica,80.6,415.55,Sim
5027-YOCXN,Homem,0,Sim,Sim,51,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Sim,Sim,Sim,Um ano,Não,Cartão de Crédito,110.05,5686.4,Não
3973-SKMLN,Homem,0,Não,Não,71,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Sim,Cartão de Crédito,19.9,1355.1,Não
2321-OMBXY,Mulher,0,Sim,Sim,38,Sim,Não,Sem Fibra Óptica,Sim,Sim,Não,Sim,Sim,Sim,Um ano,Não,Cartão de Crédito,80.3,3058.65,Sim
2840-XANRC,Homem,1,Sim,Não,24,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,93.15,2231.05,Sim
6745-JEFZB,Homem,0,Sim,Não,35,Sim,Sim,Fibra Óptica,Não,Não,Não,Sim,Sim,Não,Mês a mês,Sim,Cartão de Crédito,91.5,3236.35,Não
5020-ZSTTY,Mulher,1,Não,Não,54,Sim,Sim,Sem Fibra Óptica,Sim,Sim,Não,Sim,Sim,Sim,Um ano,Não,Transferência Bancária,82.45,4350.1,Sim
9880-TDQAC,Mulher,0,Sim,Sim,72,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cobrança Eletrônica,60,4264,Não
8705-WZCYL,Homem,0,Não,Não,1,Sim,Não,Sem Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,44.8,44.8,Não
7102-JJVTX,Mulher,0,Sim,Sim,9,Sim,Não,Sem Fibra Óptica,Sim,Não,Não,Não,Não,Não,Um ano,Não,Cobrança Correio,48.6,422.3,Não
8626-PTQGE,Homem,0,Não,Não,69,Não,Sem serviço telefônico,Sem Fibra Óptica,Sim,Sim,Não,Sim,Sim,Sim,Dois anos,Sim,Transferência Bancária,60.05,4176.7,Não
4983-CLMLV,Mulher,0,Sim,Não,52,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,Mês a mês,Sim,Cartão de Crédito,102.7,5138.1,Não
5701-YVSVF,Mulher,1,Sim,Não,11,Sim,Não,Fibra Óptica,Não,Não,Não,Sim,Sim,Não,Mês a mês,Sim,Cobrança Eletrônica,82.9,880.05,Não
5804-LEPIM,Mulher,1,Não,Não,2,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,70.35,139.05,Sim
5697-GOMBF,Mulher,1,Sim,Sim,28,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Cobrança Eletrônica,35.9,973.65,Não
2739-CACDQ,Mulher,1,Não,Não,17,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Mês a mês,Sim,Cartão de Crédito,82.65,1470.05,Não
9385-EHGDO,Mulher,0,Sim,Sim,35,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Sim,Cobrança Correio,19.85,739.35,Não
9498-FIMXL,Mulher,0,Não,Não,8,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Sim,Cobrança Correio,19.2,161.95,Não
2379-GYFLQ,Homem,0,Não,Não,46,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Não,Um ano,Sim,Cartão de Crédito,94.9,4422.95,Não
0122-OAHPZ,Mulher,0,Não,Não,7,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,73.85,511.25,Sim
2868-SNELZ,Mulher,0,Não,Não,2,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Mês a mês,Não,Cobrança Correio,80.6,155.8,Sim
4322-RCYMT,Homem,0,Sim,Sim,68,Sim,Sim,Sem Fibra Óptica,Não,Sim,Sim,Sim,Não,Sim,Um ano,Sim,Transferência Bancária,75.8,5293.95,Sim
6680-NENYN,Mulher,0,Não,Não,43,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Dois anos,Sim,Cobrança Eletrônica,104.6,4759.85,Sim
2088-IEBAU,Mulher,0,Não,Não,68,Sim,Sim,Sem Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cobrança Eletrônica,88.15,6148.45,Não
7982-VCELR,Mulher,0,Não,Não,36,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mês a mês,Sim,Cartão de Crédito,94.8,3565.65,Não
1343-EHPYB,Homem,0,Sim,Não,63,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,103.4,6603,Sim
6035-BXTTY,Mulher,1,Não,Não,32,Sim,Não,Sem Fibra Óptica,Não,Sim,Não,Sim,Não,Não,Mês a mês,Não,Transferência Bancária,54.65,1830.1,Não
6885-PKOAM,Mulher,0,Sim,Não,71,Sim,Sim,Sem Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Cartão de Crédito,85.75,6223.8,Não
7520-HQWJU,Mulher,0,Sim,Sim,66,Sim,Sim,Sem Fibra Óptica,Sim,Sim,Sim,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,67.45,4508.65,Não
9639-BUJXT,Homem,0,Não,Não,63,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Não,Cobrança Correio,20.5,1328.15,Não
5924-SNGKP,Mulher,0,Não,Sim,41,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Sim,Cartão de Crédito,20.25,865,Não
0021-IKXGC,Mulher,1,Não,Não,1,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,72.1,72.1,Não
2034-GDRCN,Mulher,0,Não,Não,2,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,90.4,168.2,Sim
8966-SNIZF,Mulher,0,Sim,Não,70,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Não,Transferência Bancária,19.45,1303.5,Não
6243-OZGFH,Mulher,0,Não,Não,23,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,44.95,996.85,Não
4654-DLAMQ,Mulher,1,Sim,Não,64,Sim,Não,Fibra Óptica,Sim,Sim,Sim,Não,Não,Sim,Um ano,Não,Transferência Bancária,97,6430.9,Não
0513-RBGPE,Homem,0,Sim,Sim,37,Sim,Sim,Sem Fibra Óptica,Sim,Não,Sim,Sim,Não,Não,Dois anos,Sim,Cartão de Crédito,62.8,2278.75,Não
5160-UXJED,Homem,0,Não,Sim,17,Sim,Não,Sem Fibra Óptica,Não,Não,Não,Não,Não,Não,Um ano,Não,Cobrança Correio,44.6,681.4,Não
4115-NZRKS,Mulher,1,Não,Não,7,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,89.15,574.35,Não
0219-YTZUE,Homem,0,Sim,Sim,4,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Não,Não,Mês a mês,Sim,Transferência Bancária,84.8,371.9,Sim
0623-IIHUG,Mulher,1,Não,Não,21,Não,Sem serviço telefônico,Sem Fibra Óptica,Sim,Não,Não,Não,Sim,Não,Mês a mês,Sim,Cobrança Eletrônica,41.9,840.1,Sim
4572-DVCGN,Mulher,0,Não,Não,10,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mês a mês,Sim,Transferência Bancária,80.25,846,Sim
3351-NGXYI,Mulher,1,Não,Não,16,Sim,Sim,Sem Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,54.1,889,Não
8984-EYLLL,Homem,0,Sim,Não,64,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,Dois anos,Sim,Cobrança Eletrônica,105.25,6823.4,Não
9057-MSWCO,Homem,1,Sim,Não,27,Não,Sem serviço telefônico,Sem Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mês a mês,Não,Cartão de Crédito,30.75,805.1,Sim
9833-TGFHX,Homem,0,Sim,Sim,42,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Sim,Sim,Um ano,Não,Cobrança Eletrônica,97.1,4016.75,Não
9294-TDIPC,Homem,0,Não,Sim,5,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Não,Cobrança Correio,20.2,83.75,Não
5229-DTFYB,Mulher,0,Não,Não,41,Sim,Não,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,Dois anos,Sim,Transferência Bancária,98.8,3959.15,Não
0104-PPXDV,Homem,0,Sim,Não,58,Sim,Não,Sem Fibra Óptica,Não,Não,Sim,Não,Não,Não,Um ano,Não,Cartão de Crédito,50.3,2878.55,Não
5176-LMJXE,Mulher,0,Não,Não,47,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Dois anos,Sim,Cobrança Correio,20.55,945.7,Não
3583-KRKMD,Homem,0,Não,Não,18,Sim,Não,Fibra Óptica,Não,Não,Não,Sim,Não,Não,Mês a mês,Sim,Transferência Bancária,75.9,1373.05,Não
1010-DIAUQ,Homem,0,Não,Não,5,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mês a mês,Não,Transferência Bancária,96.5,492.55,Sim
9069-LGEUL,Homem,0,Sim,Não,23,Sim,Não,Sem Fibra Óptica,Sim,Não,Não,Não,Não,Sim,Mês a mês,Sim,Transferência Bancária,59.95,1406,Não
7302-ZHMHP,Mulher,0,Não,Não,1,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Não,Cobrança Correio,19.15,19.15,Não
9571-EDEBV,Homem,0,Sim,Não,71,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Um ano,Sim,Cartão de Crédito,98.65,6962.85,Não
3520-FJGCV,Homem,0,Sim,Sim,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartão de Crédito,112.6,8126.65,Não
6563-VRERX,Homem,0,Sim,Sim,33,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Não,Cobrança Correio,20.6,690.25,Não
0259-GBZSH,Homem,0,Não,Não,2,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mês a mês,Sim,Cobrança Eletrônica,85.65,181.5,Sim
6122-EFVKN,Homem,0,Não,Sim,24,Não,Sem serviço telefônico,Sem Fibra Óptica,Sim,Não,Não,Sim,Não,Não,Dois anos,Não,Cobrança Correio,35.75,830.8,Não
2805-EDJPQ,Mulher,0,Sim,Sim,56,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Não,Sim,Um ano,Sim,Cartão de Crédito,99.75,5608.4,Não
6862-CQUMB,Homem,0,Não,Não,37,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mês a mês,Sim,Cartão de Crédito,96.1,3646.8,Não
7156-MXBJE,Mulher,0,Não,Não,43,Sim,Sim,Sem Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Um ano,Não,Cartão de Crédito,85.1,3662.25,Não
6158-HDPXZ,Homem,0,Não,Não,1,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cobrança Correio,25.35,25.35,Não
9601-BRXPO,Mulher,0,Sim,Não,25,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Mês a mês,Sim,Transferência Bancária,104.95,2566.5,Sim
2863-IMQDR,Mulher,0,Não,Não,61,Sim,Sim,Sem Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Cobrança Eletrônica,89.65,5308.7,Não
5686-CMAWK,Homem,0,Não,Não,17,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Não,Não,Um ano,Não,Cobrança Eletrônica,86.75,1410.25,Não
5651-CRHKQ,Mulher,0,Sim,Não,41,Sim,Não,Fibra Óptica,Não,Sim,Sim,Sim,Não,Não,Um ano,Sim,Transferência Bancária,86.2,3339.05,Não
6905-NIQIN,Homem,0,Não,Não,1,Sim,Não,Sem Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Não,Cobrança Correio,50.65,50.65,Sim
8204-YJCLA,Homem,1,Sim,Sim,72,Não,Sem serviço telefônico,Sem Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Transferência Bancária,64.8,4732.35,Não
5167-ZFFMM,Homem,0,Não,Não,1,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Sim,Mês a mês,Sim,Cartão de Crédito,90.85,90.85,Sim
6583-SZVGP,Homem,0,Não,Não,48,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Dois anos,Sim,Transferência Bancária,108.1,5067.45,Não
4895-TMWIR,Homem,1,Sim,Não,11,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Não,Cobrança Correio,19.95,214.75,Sim
0533-BNWKF,Mulher,1,Sim,Não,55,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,85.45,4874.7,Sim
1708-PBBOA,Mulher,0,Não,Não,42,Não,Sem serviço telefônico,Sem Fibra Óptica,Sim,Sim,Sim,Sim,Não,Sim,Um ano,Sim,Cobrança Eletrônica,54.75,2348.45,Não
8782-LKFPK,Homem,0,Não,Não,44,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Sim,Mês a mês,Sim,Cobrança Correio,90.4,4063,Não
5522-JBWMO,Homem,0,Não,Sim,1,Sim,Não,Sem Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Não,Cobrança Eletrônica,44,44,Não
3597-MVHJT,Mulher,0,Não,Não,27,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Transferência Bancária,95.6,2595.25,Não
9774-NRNAU,Homem,1,Sim,Não,27,Sim,Sim,Sem Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Mês a mês,Sim,Transferência Bancária,84.8,2309.55,Não
0224-RLWWD,Mulher,1,Não,Não,2,Sim,Não,Sem Fibra Óptica,Não,Não,Não,Não,Não,Não,Mês a mês,Sim,Cobrança Eletrônica,44.3,89.3,Não
9967-ATRFS,Mulher,0,Não,Não,19,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Mês a mês,Não,Cobrança Correio,19.9,367.55,Não
3951-NJCVI,Mulher,1,Sim,Não,42,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,95.05,3944.5,Não
2977-CEBSX,Mulher,0,Não,Não,66,Sim,Sim,Sem Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Cartão de Crédito,90.05,5965.95,Não
0177-PXBAT,Homem,1,Sim,Não,33,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Sim,Sim,Sim,Mês a mês,Sim,Transferência Bancária,109.9,3694.7,Não
6599-CEBNN,Mulher,0,Não,Não,34,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mês a mês,Sim,Cartão de Crédito,73.95,2524.45,Sim
2519-ERQOJ,Homem,1,Não,Não,33,Não,Sem serviço telefônico,Sem Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Mês a mês,Sim,Cobrança Eletrônica,54.6,1803.7,Não
5876-QMYLD,Mulher,0,Sim,Sim,23,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Não,Cobrança Correio,20.05,415.1,Não
2277-AXSDC,Mulher,0,Não,Não,32,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Não,Transferência Bancária,19.75,624.15,Não
9442-JTWDL,Mulher,0,Não,Não,11,Sim,Não,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Sem acesso a internet,Um ano,Não,Cartão de Crédito,20.05,237.7,Não
